DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;31358;4;Ativa;2041;3295;3117;LT 525 kV SIDEROPOLIS 2 /ABDON BATISTA SC;1;430;209,3100000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC
2024-07-09;31361;4;Ativa;2041;3295;3117;LT 525 kV SIDEROPOLIS 2 /ABDON BATISTA SC;2;430;209,3100000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC
2024-07-09;31364;4;Ativa;2042;1658;3295;LT 525 kV BIGUACU /SIDEROPOLIS 2 SC;1;316;151,4900000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC
2024-07-09;31367;4;Ativa;2043;3295;1738;LT 230 kV SIDEROPOLIS 2 /SIDEROPOL.ESU SC;1;17;6,1400000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC
2024-07-09;31370;4;Ativa;2043;3295;1738;LT 230 kV SIDEROPOLIS 2 /SIDEROPOL.ESU SC;2;17;6,1400000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC
2024-07-09;31373;4;Ativa;2044;3295;1688;LT 230 kV SIDEROPOLIS 2 /FORQUILHINHA SC;1;67;27,6000000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC
2024-07-09;31434;4;Ativa;1828;323;3200;LT 230 kV COELHO NETO /CHAPADINHA II MA;1;150;74,0000000000;MACH;COELHO NETO;SUB COELHO NETO   MA;MA;MACD;CHAPADINHA II;SUB CHAPADINHA II MA;MA
2024-07-09;31439;4;Ativa;1829;329;3200;LT 230 kV MIRANDA II /CHAPADINHA II MA;1;298;139,4500000000;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA;MACD;CHAPADINHA II;SUB CHAPADINHA II MA;MA
2024-07-09;31488;4;Ativa;2066;332;3301;LT 230 kV PERITORO /CAXIAS II MA;1;3;,3000000000;MAPR;PERITORO;SUB PERITORO    MA;MA;;CAXIAS II;SUB CAXIAS II MA;MA
2024-07-09;31489;4;Ativa;2067;3301;323;LT 230 kV CAXIAS II /COELHO NETO MA;1;3;,2000000000;;CAXIAS II;SUB CAXIAS II MA;MA;MACH;COELHO NETO;SUB COELHO NETO   MA;MA
2024-07-09;31522;4;Ativa;1793;1525;3179;LT 230 kV LAJEADO 2 /LAJEADO 3 RS;1;32;11,0000000000;RSLAJ2;LAJEADO 2;SUB LAJEADO 2     RS;RS;RSLAJ3;LAJEADO 3;SUB LAJEADO 3 RS;RS
2024-07-09;31525;4;Ativa;1794;3179;1509;LT 230 kV LAJEADO 3 /GARIBALDI 1 RS;1;118;47,0000000000;RSLAJ3;LAJEADO 3;SUB LAJEADO 3 RS;RS;RSGAR1;GARIBALDI 1;SUB GARIBALDI 1   RS;RS
2024-07-09;31528;4;Ativa;2040;1449;3232;LT 230 kV BAGE 2 /CANDIOTA 2 RS;1;107;49,7000000000;RSBAG2;BAGE 2;SUB BAGE 2 RS;RS;RSCTA2;CANDIOTA 2;SE CANDIOTA 2 RS;RS
2024-07-09;31554;4;Ativa;676;1431;1422;LT 230 kV SAMUEL /ARIQUEMES RO;4;327;154,0000000000;ROSM;SAMUEL;SUB SAMUEL     RO;RO;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO
2024-07-09;31557;4;Ativa;2069;3201;3235;LT 500 kV FERNAO DIAS /TERMINAL RIO SP/RJ;1;582;301,0000000000;SPFDI;FERNAO DIAS;SUB FERNAO DIAS SP;SP;;TERMINAL RIO;SE TERMINAL RIO RJ;RJ
2024-07-09;31565;4;Ativa;2070;676;2533;LT 500 kV ESTREITO /C. PAULISTA MG/SP;1;772;370,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;SPSTCH;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP
2024-07-09;31568;4;Ativa;2070;676;2533;LT 500 kV ESTREITO /C. PAULISTA MG/SP;2;761;365,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;SPSTCH;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP
2024-07-09;31596;4;Ativa;670;1422;1424;LT 230 kV ARIQUEMES /JI-PARANA RO;4;346;165,0000000000;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO;ROJP;JI-PARANA;SUB JI-PARANA     RO;RO
2024-07-09;31611;4;Ativa;1772;892;3174;LT 230 kV VILA DO CONDE /TOME-ACU PA;2;295;111,0000000000;PAVC;VILA DO CONDE;SUB VILA DO CONDE    PA;PA;PATE--2;TOME-ACU;SUB TOME-ACU PA;PA
2024-07-09;31630;4;Ativa;1467;2324;2852;LT 230 kV N.P.PRIMAVERA /RIO BRILHANTE SP/MS;2;327;147,0000000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS
2024-07-09;31642;4;Ativa;1469;2324;765;LT 230 kV N.P.PRIMAVERA /IVINHEMA 2 SP/MS;2;151;64,5000000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS
2024-07-09;31645;4;Ativa;2071;2852;3163;LT 230 kV RIO BRILHANTE /CAMPO GRANDE 2 MS;1;346;147,8000000000;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS;MSCGR2;CAMPO GRANDE 2;SUB CAMPO GRANDE 2 MS;MS
2024-07-09;31650;4;Ativa;1749;3163;763;LT 230 kV CAMPO GRANDE 2 /IMBIRUSSU MS;2;132;51,7800000000;MSCGR2;CAMPO GRANDE 2;SUB CAMPO GRANDE 2 MS;MS;MSIMB;IMBIRUSSU;SUB IMBIRUSSU     MS;MS
2024-07-09;31663;4;Ativa;2072;2852;3305;LT 230 kV RIO BRILHANTE /DOURADOS 2 MS;1;291;123,2000000000;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS;;DOURADOS 2;SUB DOURADOS 2 MS;MS
2024-07-09;31666;4;Ativa;2073;3305;759;LT 230 kV DOURADOS 2 /DOURADOS MS;2;120;47,6600000000;;DOURADOS 2;SUB DOURADOS 2 MS;MS;MSDOU;DOURADOS;SUB DOURADOS    MS;MS
2024-07-09;31678;4;Ativa;2074;765;3305;LT 230 kV IVINHEMA 2 /DOURADOS 2 MS;1;39;13,9800000000;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS;;DOURADOS 2;SUB DOURADOS 2 MS;MS
2024-07-09;31679;4;Ativa;2073;3305;759;LT 230 kV DOURADOS 2 /DOURADOS MS;1;40;14,0000000000;;DOURADOS 2;SUB DOURADOS 2 MS;MS;MSDOU;DOURADOS;SUB DOURADOS    MS;MS
2024-07-09;31682;4;Ativa;1764;3109;3170;LT 230 kV LAGOA NOVA II /CURR. NOVOS II RN;1;61;28,0500000000;RNLND;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;;CURR. NOVOS II;SUB CURRAIS NOVOS II RN;RN
2024-07-09;31685;4;Ativa;1764;3109;3170;LT 230 kV LAGOA NOVA II /CURR. NOVOS II RN;2;61;28,0500000000;RNLND;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;;CURR. NOVOS II;SUB CURRAIS NOVOS II RN;RN
2024-07-09;31688;4;Ativa;2068;257;2854;LT 230 kV R.VERDE NORTE /JATAI GO;1;285;136,0000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;GOJAT;JATAI;SUB JATAI    GO;GO
2024-07-09;31691;4;Ativa;2068;257;2854;LT 230 kV R.VERDE NORTE /JATAI GO;2;285;136,0000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;GOJAT;JATAI;SUB JATAI    GO;GO
2024-07-09;31726;4;Ativa;2075;2324;2431;LT 230 kV N.P.PRIMAVERA /ROSANA SP;1;36;16,7600000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;SPROS;ROSANA;USI ROSANA     SP;SP
2024-07-09;31729;4;Ativa;2075;2324;2431;LT 230 kV N.P.PRIMAVERA /ROSANA SP;2;36;16,7600000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;SPROS;ROSANA;USI ROSANA     SP;SP
2024-07-09;31854;4;Ativa;2090;3310;3090;LT 500 kV SANTA LUZIA II /C.GRANDE III PB;1;257;123,8100000000;;SANTA LUZIA II;SUB SANTA LUZIA II PB;PB;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB
2024-07-09;31857;4;Ativa;2089;3310;3149;LT 500 kV SANTA LUZIA II /MILAGRES II PB/CE;1;451;222,4400000000;;SANTA LUZIA II;SUB SANTA LUZIA II PB;PB;CEMLD;MILAGRES II;SUB MILAGRES II CE;CE
2024-07-09;31923;4;Ativa;1708;3147;3148;LT 500 kV GILBUES II /BARREIRAS II PI/BA;2;624;312,0000000000;PIGBD;GILBUES II;SUB GILBUES II PI;PI;BABRD;BARREIRAS II;SUB BARREIRAS II BA;BA
2024-07-09;31926;4;Ativa;1707;2736;3147;LT 500 kV MIRACEMA /GILBUES II TO/PI;1;827;416,0000000000;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO;PIGBD;GILBUES II;SUB GILBUES II PI;PI
2024-07-09;31956;4;Ativa;2099;3309;872;LT 500 kV SERRA PELADA /ITACAIUNAS PA;1;201;100,2500000000;;SERRA PELADA;SUB Serra Pelada;PA;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA
2024-07-09;31959;4;Ativa;2098;3309;2736;LT 500 kV SERRA PELADA /MIRACEMA PA/TO;1;826;412,6000000000;;SERRA PELADA;SUB Serra Pelada;PA;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO
2024-07-09;31962;4;Ativa;2098;3309;2736;LT 500 kV SERRA PELADA /MIRACEMA PA/TO;2;829;412,6400000000;;SERRA PELADA;SUB Serra Pelada;PA;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO
2024-07-09;31965;4;Ativa;2097;2795;3309;LT 500 kV XINGU /SERRA PELADA PA;1;886;443,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;;SERRA PELADA;SUB Serra Pelada;PA
2024-07-09;31968;4;Ativa;2097;2795;3309;LT 500 kV XINGU /SERRA PELADA PA;2;891;443,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;;SERRA PELADA;SUB Serra Pelada;PA
2024-07-09;31987;4;Ativa;2091;1078;3312;LT 525 kV IVAIPORA /PONTA GROSSA PR;1;375;166,8400000000;PRIVP;IVAIPORA;SUB IVAIPORA  (ELETROSUL) PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;31990;4;Ativa;2091;1078;3312;LT 525 kV IVAIPORA /PONTA GROSSA PR;2;359;165,3800000000;PRIVP;IVAIPORA;SUB IVAIPORA  (ELETROSUL) PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;31993;4;Ativa;2092;3312;1024;LT 525 kV PONTA GROSSA /BATEIAS PR;1;221;101,9200000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRBTA;BATEIAS;SUB BATEIAS    PR;PR
2024-07-09;31996;4;Ativa;2092;3312;1024;LT 525 kV PONTA GROSSA /BATEIAS PR;2;199;92,6100000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRBTA;BATEIAS;SUB BATEIAS    PR;PR
2024-07-09;32014;4;Ativa;2095;3312;1137;LT 230 kV PONTA GROSSA /S.MATEUS SUL PR;1;207;83,3900000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRSMS;S.MATEUS SUL;SUB SAO MATEUS SUL   PR;PR
2024-07-09;32017;4;Ativa;2096;3312;1107;LT 230 kV PONTA GROSSA /PONTA G SUL PR;1;69;30,6900000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRPGS;PONTA G SUL;SUB PONTA GROSSA SUL    PR;PR
2024-07-09;32045;4;Ativa;2102;2895;3311;LT 230 kV COTEMINAS /LAGOA DO CARRO PB/PE;1;29;11,0000000000;PBCTM;COTEMINAS;SUB COTEMINAS PB;PB;;LAGOA DO CARRO;SUB LAGOA DO CARRO PE;PE
2024-07-09;32046;4;Ativa;2103;3311;950;LT 230 kV LAGOA DO CARRO /PAU FERRO PE;1;29;11,0000000000;;LAGOA DO CARRO;SUB LAGOA DO CARRO PE;PE;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE
2024-07-09;32064;4;Ativa;2093;1016;3313;LT 230 kV AREIA /UNIAO DA VITORIA NORTE PR;1;129;52,8500000000;PRARE;AREIA;SUB AREIA    PR;PR;;UNIAO DA VITORIA NORTE;SUB UNIAO DA VITORIA NORTE PR;PR
2024-07-09;32067;4;Ativa;2094;3313;1137;LT 230 kV UNIAO DA VITORIA NORTE /S.MATEUS SUL PR;1;204;91,6700000000;;UNIAO DA VITORIA NORTE;SUB UNIAO DA VITORIA NORTE PR;PR;PRSMS;S.MATEUS SUL;SUB SAO MATEUS SUL   PR;PR
2024-07-09;32084;4;Ativa;2101;3314;3312;LT 230 kV IRATI NORTE /PONTA GROSSA PR;2;129;56,0900000000;;IRATI NORTE;SUB IRATI NORTE PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;32107;4;Ativa;2100;1016;3315;LT 230 kV AREIA /GUARAPUAVA OESTE PR;2;137;71,9000000000;PRARE;AREIA;SUB AREIA    PR;PR;;GUARAPUAVA OESTE;SUB GUARAPUAVA OESTE PR;PR
2024-07-09;32126;4;Ativa;2104;1016;3312;LT 230 kV AREIA /PONTA GROSSA PR;1;8;166,0000000000;PRARE;AREIA;SUB AREIA    PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;32127;4;Ativa;2105;3312;1106;LT 230 kV PONTA GROSSA /PONTA G NORTE PR;1;8;21,5800000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRPGN;PONTA G NORTE;SUB PONTA GROSSA  NORTE   PR;PR
2024-07-09;32130;4;Ativa;1962;3264;3268;LT 500 kV PRESIDENTE JUSCELINO /ITABIRA 5 MG;2;314;160,5800000000;MGPJU;PRESIDENTE JUSCELINO;SE PRESIDENTE JUSCELINO;MG;MGITB5;ITABIRA 5;SE ITABIRA 5;MG
2024-07-09;32143;4;Ativa;2107;2935;3254;LT 230 kV ACARAU II /ACARAU III CE;1;6;1,0000000000;CEAUD;ACARAU II;SUB ACARAU II CE;CE;CEAUT;ACARAU III;SUB ACARAU III CE;CE
2024-07-09;32146;4;Ativa;2107;2935;3254;LT 230 kV ACARAU II /ACARAU III CE;2;6;1,0000000000;CEAUD;ACARAU II;SUB ACARAU II CE;CE;CEAUT;ACARAU III;SUB ACARAU III CE;CE
2024-07-09;32194;4;Ativa;1993;3279;3287;LT 500 kV G.VALADARES 6 /MUTUM MG;2;294;153,0000000000;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;MGMTUM;MUTUM;SUB MUTUM;MG
2024-07-09;32235;4;Ativa;2106;3256;3257;LT 500 kV PARNAIBA III /TIANGUA II PI/CE;1;219;111,0000000000;PIPNB;PARNAIBA III;SUB PARNAIBA III PI;PI;CETIA;TIANGUA II;TIANGUA II CE;CE
2024-07-09;32270;4;Ativa;2108;3108;3257;LT 230 kV IBIAPINA II /TIANGUA II CE;1;64;26,0000000000;CEIBD;IBIAPINA II;SUB IBIAPINA II  CE;CE;CETIA;TIANGUA II;TIANGUA II CE;CE
2024-07-09;32273;4;Ativa;2108;3108;3257;LT 230 kV IBIAPINA II /TIANGUA II CE;2;64;26,0000000000;CEIBD;IBIAPINA II;SUB IBIAPINA II  CE;CE;CETIA;TIANGUA II;TIANGUA II CE;CE
2024-07-09;32276;4;Ativa;1648;997;3108;LT 230 kV PIRIPIRI /IBIAPINA II PI/CE;2;188;86,0000000000;PIPRI;PIRIPIRI;SUB PIRIPIRI    PI;PI;CEIBD;IBIAPINA II;SUB IBIAPINA II  CE;CE
2024-07-09;32279;4;Ativa;2109;997;3022;LT 230 kV PIRIPIRI /TERESINA III PI;1;332;146,0000000000;PIPRI;PIRIPIRI;SUB PIRIPIRI    PI;PI;PITST;TERESINA III;SUB TERESINA III     PI;PI
2024-07-09;32292;4;Ativa;1948;1003;3257;LT 500 kV TERESINA II /TIANGUA II PI/CE;2;60;24,2000000000;PITSD ;TERESINA II;SUB TERESINA II   PI;PI;CETIA;TIANGUA II;TIANGUA II CE;CE
2024-07-09;32293;4;Ativa;1949;3257;162;LT 500 kV TIANGUA II /SOBRAL III CE;2;60;24,3000000000;CETIA;TIANGUA II;TIANGUA II CE;CE;CESBT;SOBRAL III;SUB SOBRAL III    CE;CE
2024-07-09;32296;4;Ativa;2110;66;3317;LT 230 kV FUNIL /ITABUNA III BA;1;61;23,6100000000;BAFNL;FUNIL;SUB FUNIL    BA;BA;;ITABUNA III; SUB ITABUNA III;BA
2024-07-09;32297;4;Ativa;2111;3317;114;LT 230 kV ITABUNA III /ITAPEBI BA;1;1;23,6100000000;;ITABUNA III; SUB ITABUNA III;BA;BAUITP;ITAPEBI;SUB ITAPEBI BA;BA
2024-07-09;33516;4;Ativa;2135;937;3330;LT 230 kV GOIANINHA /JOAO PESSOA II PE/PB;1;3;46,0700000000;PEGNN;GOIANINHA;SUB GOIANINHA     PE;PE;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB
2024-07-09;33517;4;Ativa;2136;3330;2856;LT 230 kV JOAO PESSOA II /SANTA RITA II PB;1;4;18,5300000000;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB;PBSRD;SANTA RITA II;SUB SANTA RITA II    PB;PB
2024-07-09;33520;4;Ativa;2135;937;3330;LT 230 kV GOIANINHA /JOAO PESSOA II PE/PB;2;3;45,6100000000;PEGNN;GOIANINHA;SUB GOIANINHA     PE;PE;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB
2024-07-09;33521;4;Ativa;2137;3330;907;LT 230 kV JOAO PESSOA II /MUSSURE II PB;1;3;5,2400000000;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB;PBMRD;MUSSURE II;SUB MUSSURE II    PB;PB
2024-07-09;33524;4;Ativa;2136;3330;2856;LT 230 kV JOAO PESSOA II /SANTA RITA II PB;2;4;14,1000000000;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB;PBSRD;SANTA RITA II;SUB SANTA RITA II    PB;PB
2024-07-09;33525;4;Ativa;2137;3330;907;LT 230 kV JOAO PESSOA II /MUSSURE II PB;2;3;5,4800000000;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB;PBMRD;MUSSURE II;SUB MUSSURE II    PB;PB
2024-07-09;33528;4;Ativa;2130;3331;83;LT 500 kV PORTO SERGIPE /OLINDINA SE/BA;1;;180,0000000000;;PORTO SERGIPE;SUB PORTO SERGIPE SE;SE;BAOLD;OLINDINA;SUB OLINDINA    BA;BA
2024-07-09;33531;4;Ativa;2131;83;100;LT 500 kV OLINDINA /SAPEACU BA;1;;207,0000000000;BAOLD;OLINDINA;SUB OLINDINA    BA;BA;BASPU;SAPEACU;SUB SAPEACU    BA;BA
2024-07-09;33560;4;Ativa;1636;3107;71;LT 230 kV MORRO CHAPEU II /IRECE BA;2;;67,0000000000;BAMPD;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;BAIRE;IRECE;SUB IRECE    BA;BA
2024-07-09;33563;4;Ativa;1636;3107;71;LT 230 kV MORRO CHAPEU II /IRECE BA;3;;67,0000000000;BAMPD;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;BAIRE;IRECE;SUB IRECE    BA;BA
2024-07-09;33585;4;Ativa;2134;3309;2933;LT 500 kV SERRA PELADA /INTEGRADORA PA;1;135;63,0000000000;;SERRA PELADA;SUB Serra Pelada;PA;PAIG;INTEGRADORA;SUB INTEGRADORA  PA;PA
2024-07-09;33588;4;Ativa;2134;3309;2933;LT 500 kV SERRA PELADA /INTEGRADORA PA;2;135;63,0000000000;;SERRA PELADA;SUB Serra Pelada;PA;PAIG;INTEGRADORA;SUB INTEGRADORA  PA;PA
2024-07-09;33592;4;Ativa;2132;3267;3332;LT 230 kV JANAUBA 3 /JAIBA MG;1;169;84,4000000000;MGJBA3;JANAUBA 3;SE JANAUBA 3;MG;;JAIBA;SUB JAIBA MG;MG
2024-07-09;33595;4;Ativa;2132;3267;3332;LT 230 kV JANAUBA 3 /JAIBA MG;2;169;84,4000000000;MGJBA3;JANAUBA 3;SE JANAUBA 3;MG;;JAIBA;SUB JAIBA MG;MG
2024-07-09;33637;4;Ativa;2133;617;685;LT 345 kV PIRAPORA 2 /TRES MARIAS MG;1;240;110,9000000000;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;MGTMAR;TRES MARIAS;USI TRES MARIAS   MG;MG
2024-07-09;33640;4;Ativa;2129;3090;3330;LT 500 kV C.GRANDE III /JOAO PESSOA II PB;1;246;123,0000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;;JOAO PESSOA II;SUB JOAO PESSOA II PB;PB
2024-07-09;33647;4;Ativa;2138;3331;1797;LT 500 kV PORTO SERGIPE /JARDIM SE;1;;17,0000000000;;PORTO SERGIPE;SUB PORTO SERGIPE SE;SE;SEJDM;JARDIM;SUB JARDIM SE;SE
2024-07-09;33650;4;Ativa;2138;3331;1797;LT 500 kV PORTO SERGIPE /JARDIM SE;2;;17,0000000000;;PORTO SERGIPE;SUB PORTO SERGIPE SE;SE;SEJDM;JARDIM;SUB JARDIM SE;SE
2024-07-09;33684;4;Ativa;1788;135;3177;LT 230 kV CAUIPE /MARACANAU CE;1;6;40,4200000000;CECPE;CAUIPE;SUB CAUIPE     CE;CE;CEMAU;MARACANAU;SUB MARACANAU CE;CE
2024-07-09;33685;4;Ativa;1789;3177;145;LT 230 kV MARACANAU /FORTALEZA II CE;1;6;21,4900000000;CEMAU;MARACANAU;SUB MARACANAU CE;CE;CEFZD;FORTALEZA II;SUB FORTALEZA II     CE;CE
2024-07-09;33711;4;Ativa;2139;885;3281;LT 500 kV TUCURUI /MARITUBA PA;1;674;344,0000000000;PATC;TUCURUI;SUB TUCURUI    PA;PA;PAMTUB;MARITUBA;SUB MARITUBA PA;PA
2024-07-09;33722;4;Ativa;174;325;331;LT 230 kV IMPERATRIZ /PORTO FRANCO MA;2;261;113,1200000000;MAIZ;IMPERATRIZ;SUB IMPERATRIZ    MA;MA;MAPF;PORTO FRANCO;SUB PORTO FRANCO     MA;MA
2024-07-09;33738;4;Ativa;2140;1658;3333;LT 230 kV BIGUACU /RATONES SC;1;7;40,0000000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;;RATONES;SUB RATONES;SC
2024-07-09;33741;4;Ativa;2140;1658;3333;LT 230 kV BIGUACU /RATONES SC;2;7;40,0000000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;;RATONES;SUB RATONES;SC
2024-07-09;33769;4;Ativa;2141;1334;3334;LT 345 kV MACAE MERCHAN /LAGOS RJ;3;56;20,5000000000;RJSTMH;MACAE MERCHAN;SUB MACAE MERCHANT   RJ;RJ;;LAGOS;SUB LAGOS;RJ
2024-07-09;33796;4;Ativa;2142;3335;3150;LT 500 kV JAGUARUANA II /ACU III CE/RN;1;208;107,0000000000;;JAGUARUANA II;SUB JAGUARUANA II;CE;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;33799;4;Ativa;2143;3335;3153;LT 230 kV JAGUARUANA II /MOSSORO IV CE/RN;1;103;50,0000000000;;JAGUARUANA II;SUB JAGUARUANA II;CE;RNMSQ;MOSSORO IV;SUB MOSSORO IV RN;RN
2024-07-09;33802;4;Ativa;2143;3335;3153;LT 230 kV JAGUARUANA II /MOSSORO IV CE/RN;2;103;50,0000000000;;JAGUARUANA II;SUB JAGUARUANA II;CE;RNMSQ;MOSSORO IV;SUB MOSSORO IV RN;RN
2024-07-09;33805;4;Ativa;2144;3335;158;LT 230 kV JAGUARUANA II /RUSSAS II CE;1;88;37,0000000000;;JAGUARUANA II;SUB JAGUARUANA II;CE;CERSD;RUSSAS II;SUB RUSSAS II     CE;CE
2024-07-09;33836;4;Ativa;2145;3335;3336;LT 500 kV JAGUARUANA II /PACATUBA CE;1;;155,0000000000;;JAGUARUANA II;SUB JAGUARUANA II;CE;;PACATUBA;SUB PACATUBA;CE
2024-07-09;33860;4;Ativa;2146;3337;3150;LT 230 kV CARAUBAS II /ACU III RN;1;116;56,0000000000;;CARAUBAS II;SUB CARAUBAS II;RN;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;33863;4;Ativa;2146;3337;3150;LT 230 kV CARAUBAS II /ACU III RN;2;116;56,0000000000;;CARAUBAS II;SUB CARAUBAS II;RN;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;33884;4;Ativa;2147;45;3338;LT 230 kV CIC. DANTAS /ALAGOINHAS II BA;1;2;143,5000000000;BACCD;CIC. DANTAS;SUB CICERO DANTAS    BA;BA;;ALAGOINHAS II;SUB ALAGOINHAS II;BA
2024-07-09;33885;4;Ativa;2148;3338;55;LT 230 kV ALAGOINHAS II /CATU BA;1;2;,3000000000;;ALAGOINHAS II;SUB ALAGOINHAS II;BA;BACTU;CATU;SUB CATU     BA;BA
2024-07-09;33906;4;Ativa;2151;2533;3341;LT 500 kV C. PAULISTA /LORENA SP;1;6;,8200000000;SPSTCH;C. PAULISTA;SUB CACHOEIRA  PAULISTA   SP;SP;;LORENA;SUB LORENA;SP
2024-07-09;33907;4;Ativa;2152;3341;2538;LT 500 kV LORENA /TIJUCO PRETO SP;1;6;,8200000000;;LORENA;SUB LORENA;SP;SPSTTP;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP
2024-07-09;33924;4;Ativa;2153;1631;3342;LT 230 kV PASSO REAL /CRUZ ALTA 2 RS;1;3;61,4000000000;RSUPRE;PASSO REAL;USI PASSO REAL    RS;RS;RSCAL2;CRUZ ALTA 2;SUB CRUZ ALTA 2;RS
2024-07-09;33925;4;Ativa;2154;3342;2926;LT 230 kV CRUZ ALTA 2 /IJUI 2 RS;1;3;43,4700000000;RSCAL2;CRUZ ALTA 2;SUB CRUZ ALTA 2;RS;RSIJU2;IJUI 2;SUB IJUI 2  RS;RS
2024-07-09;33943;4;Ativa;2157;3246;3343;LT 230 kV CURR.NOV PIAUI II /CHAPADA I PI;1;133;57,4000000000;PICNP;CURR.NOV PIAUI II;SUB CURRAL NOVO DO PIAUI II PI;PI;;CHAPADA I;SUB CHAPADA I;PI
2024-07-09;33946;4;Ativa;2158;996;3344;LT 230 kV PICOS /CHAPADA II PI;1;178;84,0000000000;PIPIC;PICOS;SUB PICOS    PI;PI;;CHAPADA II;SUB CHAPADA II;PI
